-0.000, 0.000, 0.000,-0.057,-0.210,-0.100,-0.167, 0.099,-0.163, 0.057, 0.791,-0.022,-0.024, 0.023,-0.023,-0.001, 0.001,-0.000,-0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000, 0.000,-0.000, 0.000
-0.000,-0.000,-0.000,-0.086,-0.039,-1.373,-0.213,-0.200,-0.210,-0.028,-0.022, 3.801, 0.307,-0.444, 0.001,-0.962, 0.036,-0.261, 0.318,-0.232,-0.073, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.018,-0.023
 0.000,-0.000, 0.000, 0.033,-0.041,-0.231,-0.899,-0.285,-0.468,-0.041,-0.024, 0.307, 4.419,-0.029,-1.191, 0.061,-0.470, 0.171,-0.481, 0.017,-0.713,-0.000,-0.000, 0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.000,-0.031,-0.027
 0.000,-0.000,-0.000,-0.046, 0.040,-0.149, 0.180,-0.790, 0.257,-0.050, 0.023,-0.444,-0.029, 1.668,-0.288,-0.084,-0.292, 0.026, 0.004, 0.041,-0.010, 0.000,-0.000,-0.000, 0.000, 0.000, 0.000,-0.000, 0.000, 0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.035, 0.025
 0.000,-0.000, 0.000, 0.077,-0.041, 0.282,-0.398,-0.037,-0.440,-0.020,-0.023, 0.001,-1.191,-0.288, 2.447,-0.011,-0.179, 0.014,-0.022, 0.011,-0.036,-0.000,-0.000, 0.000,-0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000,-0.017,-0.026
-0.242, 0.038,-0.043,-0.011, 0.002,-0.037,-0.007,-0.018,-0.009,-0.002,-0.001,-0.962, 0.061,-0.084,-0.011, 1.417,-0.088,-0.037, 0.018,-0.047, 0.006,-0.008,-0.001,-0.009, 0.005,-0.011, 0.002,-0.000, 0.000,-0.000, 0.000,-0.000,-0.000, 0.000,-0.000, 0.000, 0.000,-0.001,-0.001
 0.200,-0.104,-0.249, 0.003, 0.007, 0.001,-0.000,-0.076,-0.011,-0.006, 0.001, 0.036,-0.470,-0.292,-0.179,-0.088, 0.775, 0.061,-0.021, 0.081,-0.040, 0.005, 0.011, 0.008, 0.006, 0.016, 0.007, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.000,-0.004, 0.000
-0.750, 0.250, 0.500,-0.020,-0.014,-0.051,-0.013,-0.000,-0.000, 0.000,-0.000,-0.261, 0.171, 0.026, 0.014,-0.037, 0.061, 1.320,-0.436,-0.238, 0.090,-0.022,-0.026,-0.029,-0.009,-0.048,-0.014,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000, 0.000, 0.000, 0.000,-0.000, 0.000,-0.000
 0.250,-0.750, 0.500, 0.006,-0.040, 0.008,-0.104, 0.000, 0.000,-0.000,-0.000, 0.318,-0.481, 0.004,-0.022, 0.018,-0.021,-0.436, 1.372, 0.032,-0.144,-0.004,-0.025, 0.020,-0.030, 0.016,-0.040, 0.000,-0.000, 0.000,-0.000, 0.000, 0.000,-0.000,-0.000,-0.000, 0.000,-0.000,-0.000
-1.000,-0.000, 1.000,-0.028,-0.041,-0.073,-0.072,-0.000,-0.000, 0.000,-0.000,-0.232, 0.017, 0.041, 0.011,-0.047, 0.081,-0.238, 0.032, 1.659, 0.063,-0.036,-0.052,-0.033,-0.029,-0.065,-0.041,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000, 0.000, 0.000, 0.000,-0.000, 0.000,-0.000
-0.000,-1.000, 0.000,-0.019,-0.028,-0.094,-0.146, 0.000, 0.000,-0.001,-0.000,-0.073,-0.713,-0.010,-0.036, 0.006,-0.040, 0.090,-0.144, 0.063, 1.763,-0.017,-0.012, 0.016,-0.011, 0.018,-0.028,-0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-0.000, 0.000,-0.000,-0.000,-0.000,-0.000
-0.000, 0.000, 0.000,-0.285,-0.080,-0.060,-0.016,-0.025, 0.024,-0.000, 0.000, 0.000,-0.000, 0.000,-0.000,-0.008, 0.005,-0.022,-0.004,-0.036,-0.017, 1.143, 0.367,-0.048, 0.011,-0.068,-0.093,-0.435,-0.104,-0.026, 0.019,-0.037, 0.001,-0.052, 0.008,-0.074,-0.094,-0.012, 0.012
 0.000,-0.000, 0.000,-0.046,-0.190,-0.015,-0.063, 0.002,-0.025,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000,-0.001, 0.011,-0.026,-0.025,-0.052,-0.012, 0.367, 1.233,-0.011,-0.110,-0.073,-0.150,-0.013,-0.319,-0.020,-0.074,-0.007,-0.000,-0.013,-0.104,-0.072,-0.146,-0.004,-0.041
 0.000,-0.000, 0.000,-0.066, 0.092,-0.022, 0.004, 0.000,-0.000, 0.000, 0.000, 0.000, 0.000,-0.000, 0.000,-0.009, 0.008,-0.029, 0.020,-0.033, 0.016,-0.048,-0.011, 0.574,-0.185,-0.232, 0.092,-0.032,-0.021,-0.065,-0.016,-0.008,-0.019, 0.000, 0.000, 0.000, 0.000,-0.000,-0.000
 0.000, 0.000, 0.000, 0.072,-0.149, 0.024,-0.025, 0.000,-0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.005, 0.006,-0.009,-0.030,-0.029,-0.011, 0.011,-0.110,-0.185, 0.617, 0.032,-0.148, 0.012,-0.068, 0.020,-0.051, 0.003,-0.014, 0.000,-0.000, 0.000, 0.000,-0.000, 0.000
 0.000, 0.000, 0.000,-0.063, 0.063,-0.020,-0.007, 0.000, 0.000, 0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.011, 0.016,-0.048, 0.016,-0.065, 0.018,-0.068,-0.073,-0.232, 0.032, 0.668, 0.064,-0.045,-0.065,-0.087,-0.049,-0.011,-0.032, 0.002,-0.001, 0.003,-0.003, 0.000, 0.000
-0.000,-0.000, 0.000,-0.064,-0.241, 0.012,-0.041,-0.000, 0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.002, 0.007,-0.014,-0.040,-0.041,-0.028,-0.093,-0.150, 0.092,-0.148, 0.064, 0.760,-0.018,-0.041, 0.021,-0.033,-0.003,-0.002,-0.001,-0.001,-0.001,-0.001, 0.000, 0.000
 0.000,-0.000,-0.000,-0.113,-0.021,-0.000,-0.000, 0.000,-0.000, 0.000, 0.000,-0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.000, 0.000, 0.000, 0.000,-0.435,-0.013,-0.032, 0.012,-0.045,-0.018, 1.466,-0.034,-0.132,-0.039,-0.468, 0.012,-0.128, 0.158,-0.112,-0.037, 0.000,-0.000
-0.000, 0.000,-0.000, 0.071,-0.038, 0.000, 0.000,-0.000, 0.000,-0.000,-0.000, 0.000,-0.000, 0.000, 0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.000,-0.104,-0.319,-0.021,-0.068,-0.065,-0.041,-0.034, 1.691, 0.026,-0.395, 0.034,-0.225, 0.085,-0.240, 0.008,-0.355, 0.000, 0.000
-0.000, 0.000, 0.000,-0.021, 0.021,-0.000,-0.000, 0.000,-0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000,-0.000, 0.000,-0.000,-0.000,-0.000,-0.000,-0.026,-0.020,-0.065, 0.020,-0.087, 0.021,-0.132, 0.026, 0.414, 0.038,-0.036,-0.130, 0.012, 0.002, 0.019,-0.005, 0.000,-0.000
-0.000, 0.000, 0.000, 0.071,-0.038, 0.000,-0.000, 0.000, 0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.000, 0.019,-0.074,-0.016,-0.051,-0.049,-0.033,-0.039,-0.395, 0.038, 0.690,-0.008,-0.082, 0.006,-0.010, 0.004,-0.016, 0.000,-0.000
-0.000, 0.000,-0.000,-0.012, 0.002,-0.008,-0.002,-0.010, 0.005, 0.000, 0.000,-0.000,-0.000, 0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000,-0.037,-0.007,-0.008, 0.003,-0.011,-0.003,-0.468, 0.034,-0.036,-0.008, 0.703,-0.039,-0.037, 0.018,-0.047, 0.006,-0.007, 0.002
 0.000, 0.000,-0.000, 0.004, 0.007, 0.006, 0.012, 0.010, 0.006,-0.000,-0.000, 0.000, 0.000,-0.000, 0.000, 0.000, 0.000,-0.000,-0.000,-0.000,-0.000, 0.001,-0.000,-0.019,-0.014,-0.032,-0.002, 0.012,-0.225,-0.130,-0.082,-0.039, 0.374, 0.061,-0.021, 0.082,-0.041, 0.011, 0.007
-0.000, 0.000, 0.000,-0.023,-0.014,-0.025,-0.028,-0.034,-0.009,-0.000, 0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.052,-0.013,-0.000,-0.000, 0.002,-0.001,-0.128, 0.085, 0.012, 0.006,-0.037, 0.061, 0.569,-0.186,-0.239, 0.090,-0.034,-0.014
 0.000, 0.000, 0.000, 0.007,-0.040,-0.004,-0.024, 0.022,-0.030,-0.000,-0.000,-0.000,-0.000, 0.000,-0.000,-0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008,-0.104, 0.000, 0.000,-0.001,-0.001, 0.158,-0.240, 0.002,-0.010, 0.018,-0.021,-0.186, 0.622, 0.033,-0.144, 0.011,-0.040
-0.000, 0.000, 0.000,-0.031,-0.041,-0.039,-0.054,-0.040,-0.028,-0.000, 0.000,-0.000,-0.000, 0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.074,-0.072,-0.000,-0.000, 0.003,-0.001,-0.112, 0.008, 0.019, 0.004,-0.047, 0.082,-0.239, 0.033, 0.657, 0.063,-0.045,-0.041
-0.000, 0.000, 0.000,-0.018,-0.028,-0.016,-0.011, 0.017,-0.012,-0.000,-0.000,-0.000,-0.000, 0.000,-0.000, 0.000,-0.000, 0.000, 0.000, 0.000, 0.000,-0.094,-0.146, 0.000, 0.000,-0.003,-0.001,-0.037,-0.355,-0.005,-0.016, 0.006,-0.041, 0.090,-0.144, 0.063, 0.763, 0.014,-0.028
-0.000, 0.000, 0.000, 0.003, 0.044,-0.024,-0.078,-0.211,-0.010,-0.000, 0.000,-0.018,-0.031,-0.035,-0.017,-0.001,-0.004, 0.000,-0.000, 0.000,-0.000,-0.012,-0.004,-0.000,-0.000, 0.000, 0.000,-0.000, 0.000, 0.000, 0.000,-0.007, 0.011,-0.034, 0.011,-0.045, 0.014, 0.390, 0.044
-0.000,-0.000, 0.000,-0.054,-0.227,-0.103,-0.183, 0.107,-0.181, 0.000, 0.000,-0.023,-0.027, 0.025,-0.026,-0.001, 0.000,-0.000,-0.000,-0.000,-0.000, 0.012,-0.041,-0.000,-0.000, 0.000, 0.000,-0.000, 0.000, 0.000, 0.000, 0.002, 0.007,-0.014,-0.040,-0.041,-0.028, 0.044, 0.774
